vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas729		pavarde729		8	3	7	6	9	10	8	6	3	8	9	4	8	6	5	2	8	10	10	10	7		7
vardas730		pavarde730		2	5	2	7	9	6	5	1	3	6	10	9	9	1	7	5	7	2	5	10	3		4.02
vardas731		pavarde731		3	9	1	4	8	9	9	2	10	8	1	7	10	3	2	2	6	7	9	7	4		4.74
vardas732		pavarde732		8	10	1	10	7	3	5	8	6	9	7	4	6	5	10	4	8	9	7	4	5		5.62
vardas733		pavarde733		7	5	8	4	10	7	4	4	5	3	4	2	5	5	8	8	10	4	4	6	9		7.66
vardas734		pavarde734		4	4	9	10	8	10	9	8	2	3	2	10	4	9	5	1	7	4	7	10	3		4.32
vardas735		pavarde735		5	6	1	9	5	2	8	5	10	4	4	8	7	3	8	8	10	2	3	2	1		2.8
vardas736		pavarde736		3	2	9	4	6	4	7	10	9	3	6	10	10	7	2	3	1	7	2	5	5		5.2
vardas737		pavarde737		3	2	5	10	10	6	10	3	8	1	2	10	3	4	4	4	9	7	4	9	3		4.08
vardas738		pavarde738		8	10	7	7	9	2	8	5	8	4	10	9	6	8	8	9	8	1	5	4	3		4.52
vardas739		pavarde739		4	4	9	6	5	7	8	9	8	3	5	2	2	9	10	3	4	3	1	2	8		6.88
vardas740		pavarde740		4	4	2	9	2	8	10	10	8	3	6	5	4	3	7	3	9	2	4	1	4		4.48
vardas741		pavarde741		3	5	9	5	2	1	9	1	6	1	6	9	4	4	7	8	1	9	9	9	4		4.56
vardas742		pavarde742		7	2	1	7	10	8	6	9	1	1	6	5	6	5	4	5	6	10	6	3	10		8.16
vardas743		pavarde743		4	1	6	1	9	4	3	7	1	9	10	5	2	2	9	7	8	7	2	9	2		3.32
vardas744		pavarde744		7	7	4	7	10	1	8	6	10	10	2	6	7	7	9	7	1	10	10	2	7		6.82
vardas745		pavarde745		1	9	10	1	8	5	4	7	8	7	4	1	9	1	10	9	6	2	9	3	9		7.68
vardas746		pavarde746		6	1	4	6	5	3	3	9	8	1	5	7	5	6	4	5	7	1	2	9	10		7.94
vardas747		pavarde747		9	2	5	7	9	5	6	7	9	3	10	3	9	5	7	4	9	10	5	6	5		5.6
vardas748		pavarde748		6	10	7	8	10	3	1	5	7	8	5	1	4	8	10	4	3	5	4	7	8		7.12
vardas749		pavarde749		7	8	10	8	1	7	2	7	9	7	5	6	10	3	10	3	3	4	3	5	1		2.96
vardas750		pavarde750		10	6	8	6	7	8	4	6	8	2	9	4	7	5	10	10	10	3	3	10	3		4.52
vardas751		pavarde751		9	1	9	6	5	10	3	7	5	1	4	8	10	2	10	6	2	2	9	8	5		5.34
vardas752		pavarde752		3	9	1	9	8	6	7	3	2	2	3	3	2	5	9	1	8	2	1	4	6		5.36
vardas753		pavarde753		1	7	4	10	3	3	8	7	8	3	1	9	10	1	6	4	10	2	5	8	6		5.8
vardas754		pavarde754		5	1	4	4	3	8	4	1	2	8	8	6	8	4	8	4	3	4	1	2	4		4.16
vardas755		pavarde755		3	2	4	1	1	4	1	2	4	6	9	10	6	10	7	9	1	7	1	3	2		3.02
vardas756		pavarde756		7	10	5	5	9	4	5	10	4	2	3	6	10	7	7	3	7	2	5	10	8		7.22
vardas757		pavarde757		7	8	4	7	4	2	6	1	1	6	8	3	4	10	7	3	3	5	3	5	5		4.94
vardas758		pavarde758		2	4	4	9	8	10	6	8	3	7	7	1	5	2	10	9	10	9	2	6	8		7.24
vardas759		pavarde759		6	5	9	7	6	8	4	3	9	1	4	5	3	4	5	6	9	10	8	8	6		6
vardas760		pavarde760		1	5	3	6	7	6	1	3	5	9	5	6	7	2	6	8	4	8	1	9	1		2.64
vardas761		pavarde761		9	2	8	5	2	9	8	9	9	3	4	10	2	1	1	6	8	2	4	4	6		5.72
vardas762		pavarde762		10	8	7	5	8	2	6	10	2	2	6	6	5	7	5	2	2	1	4	7	7		6.3
vardas763		pavarde763		2	3	10	5	4	3	6	8	2	2	8	8	7	4	4	10	10	2	10	10	6		5.96
vardas764		pavarde764		8	7	7	9	2	6	9	10	4	10	3	8	10	9	5	4	6	8	2	2	3		4.38
vardas765		pavarde765		6	10	2	4	7	8	4	10	9	1	4	1	3	3	3	5	5	2	1	10	5		4.96
vardas766		pavarde766		10	8	7	3	3	2	5	1	8	5	10	9	4	10	6	7	10	9	10	8	5		5.7
vardas767		pavarde767		5	5	3	2	3	3	3	4	6	6	6	3	1	3	1	3	9	5	1	1	6		5.06
vardas768		pavarde768		1	10	10	1	2	7	6	1	1	5	1	4	6	4	7	1	2	7	10	9	1		2.5
vardas769		pavarde769		5	5	5	2	9	5	5	3	9	3	7	9	6	9	2	10	8	1	5	4	10		8.24
vardas770		pavarde770		5	2	2	3	1	6	10	10	7	3	4	1	4	6	3	9	5	6	3	5	9		7.3
vardas771		pavarde771		3	1	9	5	5	3	3	10	5	2	3	7	9	10	1	8	2	4	4	8	9		7.44
vardas772		pavarde772		3	1	4	5	7	5	3	3	7	5	4	6	8	7	4	9	6	7	8	6	8		6.96
vardas773		pavarde773		4	4	5	9	3	4	10	7	8	5	6	2	5	7	3	3	8	5	3	6	7		6.34
vardas774		pavarde774		10	7	4	7	9	6	6	10	2	9	4	4	3	2	6	1	1	9	7	1	2		3.36
vardas775		pavarde775		5	10	8	8	4	7	3	9	1	6	3	9	8	2	7	7	3	3	10	7	10		8.4
vardas776		pavarde776		1	4	4	10	7	8	10	1	10	7	6	4	4	9	8	5	5	6	2	2	2		3.46
vardas777		pavarde777		7	2	4	10	4	8	4	8	8	5	7	6	4	5	9	3	8	10	1	9	4		4.84
vardas778		pavarde778		4	8	10	9	6	1	3	4	10	9	7	5	2	5	10	4	2	4	6	7	7		6.52
vardas779		pavarde779		9	5	3	4	1	6	7	3	2	8	5	9	8	5	10	10	9	3	6	3	6		5.92
vardas780		pavarde780		7	6	6	6	8	9	10	6	7	4	5	1	3	3	4	1	6	5	2	1	9		7.4
vardas781		pavarde781		6	2	1	7	2	9	4	5	2	7	10	6	6	1	7	9	4	6	6	3	8		6.86
vardas782		pavarde782		8	4	6	2	7	7	9	6	6	3	6	6	8	6	2	8	7	4	10	10	5		5.5
vardas783		pavarde783		3	8	2	5	3	1	5	7	2	6	4	9	7	7	6	6	10	4	7	1	6		5.66
vardas784		pavarde784		4	4	8	5	8	7	4	1	2	2	9	2	10	9	4	9	1	7	6	6	7		6.36
vardas785		pavarde785		4	5	6	4	4	2	7	3	10	1	10	6	3	9	4	4	5	1	6	9	9		7.46
vardas786		pavarde786		6	1	4	8	4	5	2	8	8	6	8	1	9	9	8	2	10	5	9	6	7		6.58
vardas787		pavarde787		7	4	7	10	3	9	3	3	2	9	5	4	9	2	9	10	4	2	7	7	7		6.52
vardas788		pavarde788		8	8	5	10	3	4	1	7	9	1	10	3	10	10	4	8	1	10	9	10	3		4.42
vardas789		pavarde789		5	1	10	10	8	6	7	2	2	10	10	7	10	4	4	9	1	5	9	7	5		5.54
vardas790		pavarde790		7	3	3	2	6	10	10	4	7	5	7	4	4	3	10	3	6	4	6	6	3		4
vardas791		pavarde791		9	8	5	10	2	8	4	7	1	5	5	1	6	5	7	7	3	6	8	6	10		8.26
vardas792		pavarde792		1	9	2	3	9	2	8	2	8	6	7	7	5	9	5	5	1	4	3	8	9		7.48
vardas793		pavarde793		2	10	2	1	2	5	6	10	6	7	5	8	7	6	3	5	7	1	7	7	6		5.74
vardas794		pavarde794		1	1	4	8	3	7	7	9	2	1	1	9	10	7	4	1	1	2	8	7	9		7.26
vardas795		pavarde795		6	1	7	2	6	7	6	3	4	3	2	4	4	2	1	4	2	1	7	9	6		5.22
vardas796		pavarde796		4	6	8	7	4	10	3	4	1	5	7	8	4	10	3	8	6	6	5	7	9		7.72
vardas797		pavarde797		3	1	8	2	3	6	3	2	8	4	5	10	8	2	5	8	6	8	10	7	1		2.78
vardas798		pavarde798		3	5	7	2	8	6	10	4	3	9	7	6	3	8	8	5	6	8	9	1	1		2.96
vardas799		pavarde799		9	5	10	9	5	4	3	8	1	2	9	6	4	6	7	9	4	5	4	9	6		5.98
vardas800		pavarde800		7	9	7	5	5	9	7	7	3	6	1	6	5	4	8	8	5	10	1	2	7		6.5
vardas801		pavarde801		7	7	1	3	5	2	7	7	9	1	7	5	2	4	2	2	8	1	3	4	8		6.54
vardas802		pavarde802		6	3	2	6	9	1	5	7	7	5	7	3	10	1	7	5	2	10	4	9	9		7.58
vardas803		pavarde803		5	2	9	2	8	8	2	7	4	8	6	1	3	5	5	8	1	9	10	1	5		5.08
vardas804		pavarde804		9	4	9	5	8	1	2	7	8	8	6	2	2	9	4	8	1	4	5	7	2		3.38
vardas805		pavarde805		6	1	7	3	7	7	3	3	10	1	2	7	2	5	2	2	2	9	5	5	10		7.78
vardas806		pavarde806		10	4	1	10	2	9	4	6	7	3	1	10	3	9	2	6	9	5	4	7	2		3.44
vardas807		pavarde807		6	9	9	5	7	2	10	2	9	2	10	10	2	10	10	10	2	2	6	9	6		6.24
vardas808		pavarde808		7	10	2	3	8	8	2	9	6	6	9	3	1	7	7	9	4	8	9	2	6		6
vardas809		pavarde809		6	1	7	2	3	3	6	8	1	1	9	2	10	7	4	9	10	4	7	10	7		6.4
vardas810		pavarde810		9	8	7	9	7	5	1	8	10	7	4	5	6	7	2	5	1	2	3	3	5		5.18
vardas811		pavarde811		6	2	7	2	10	8	3	7	6	3	4	9	2	8	3	1	9	9	8	1	7		6.36
vardas812		pavarde812		4	6	9	8	1	3	3	2	7	6	9	6	2	5	10	5	3	3	7	1	5		5
vardas813		pavarde813		3	5	4	9	5	8	3	7	4	10	4	3	3	4	6	7	7	6	10	6	1		2.88
vardas814		pavarde814		7	6	5	8	6	10	7	4	3	6	4	4	8	4	2	10	1	10	3	7	9		7.7
vardas815		pavarde815		5	9	3	9	9	2	1	10	2	4	3	9	2	7	10	8	3	10	2	8	10		8.32
vardas816		pavarde816		8	10	9	1	5	8	2	9	6	5	9	7	6	5	2	7	4	10	2	6	5		5.42
vardas817		pavarde817		2	4	8	3	5	2	10	7	4	4	1	7	6	8	9	7	5	9	2	4	1		2.74
vardas818		pavarde818		5	9	1	7	5	2	9	10	7	8	8	7	1	4	1	4	8	6	4	1	10		8.14
vardas819		pavarde819		10	6	8	3	10	4	4	8	3	5	3	5	8	3	4	1	2	2	4	6	7		6.18
vardas820		pavarde820		3	5	8	3	8	4	3	6	6	8	10	9	10	6	9	6	9	6	8	7	8		7.48
vardas821		pavarde821		2	6	5	2	8	10	6	7	2	5	7	1	1	8	5	7	10	6	2	6	4		4.52
vardas822		pavarde822		1	6	2	9	6	7	9	2	4	6	8	3	5	3	5	3	3	4	8	2	6		5.52
vardas823		pavarde823		10	3	7	2	6	9	10	10	4	3	1	1	5	1	6	3	7	7	10	9	5		5.28
vardas824		pavarde824		3	9	2	4	5	2	1	9	10	9	9	1	8	4	1	1	7	8	4	7	9		7.48
vardas825		pavarde825		9	4	9	8	6	8	4	3	1	3	5	2	6	3	1	3	8	9	7	8	8		6.94
vardas826		pavarde826		5	7	5	6	4	10	1	7	6	4	2	10	4	9	4	4	4	5	1	8	10		8.12
vardas827		pavarde827		3	10	4	3	7	3	4	3	2	2	1	10	8	4	7	5	4	10	7	5	3		3.84
vardas828		pavarde828		4	10	8	1	1	7	9	9	10	1	8	7	1	4	7	3	1	2	1	2	5		4.92
vardas829		pavarde829		7	9	10	5	7	8	10	9	1	4	1	3	6	4	6	5	6	8	5	1	4		4.7
vardas830		pavarde830		1	9	3	2	2	1	6	5	9	10	4	5	7	2	1	2	9	1	9	9	6		5.54
vardas831		pavarde831		4	5	6	1	1	9	9	5	8	1	5	6	8	7	3	8	10	5	3	3	9		7.54
vardas832		pavarde832		3	10	2	10	6	8	4	5	2	8	5	9	5	1	10	1	10	8	9	8	6		6.08
vardas833		pavarde833		6	6	5	10	7	3	6	3	3	1	10	10	7	10	6	5	8	3	7	10	4		4.92
vardas834		pavarde834		5	6	4	5	2	6	5	7	2	9	7	6	6	8	9	1	7	2	8	4	5		5.18
vardas835		pavarde835		6	3	2	3	7	1	7	6	6	10	3	10	9	6	8	10	2	3	1	7	1		2.8
vardas836		pavarde836		6	5	5	5	5	3	4	3	2	10	5	10	4	9	4	2	3	10	6	5	2		3.32
vardas837		pavarde837		9	3	9	8	10	4	6	7	7	10	1	7	8	10	8	9	9	4	8	9	10		8.92
vardas838		pavarde838		4	3	3	4	4	7	9	6	4	10	3	9	6	8	3	5	10	5	5	2	8		7
vardas839		pavarde839		5	10	1	4	3	8	8	5	8	5	9	1	7	6	1	7	5	9	6	1	6		5.78
vardas840		pavarde840		2	6	2	1	5	2	7	3	5	7	2	10	10	4	8	1	8	2	9	5	7		6.18
vardas841		pavarde841		4	10	3	6	4	10	3	3	3	7	8	9	5	8	9	8	3	8	2	6	5		5.38
vardas842		pavarde842		9	2	2	7	5	7	8	3	6	3	8	5	10	10	4	1	1	7	8	9	3		4.1
vardas843		pavarde843		9	1	9	10	9	8	9	3	1	1	8	4	5	1	9	4	9	5	4	9	1		2.96
vardas844		pavarde844		6	8	4	1	7	6	6	4	4	3	5	10	6	4	1	4	1	9	2	9	2		3.2
vardas845		pavarde845		6	2	5	4	2	6	9	6	2	7	5	8	7	8	1	10	6	6	8	6	9		7.68
vardas846		pavarde846		5	4	2	3	8	1	7	6	3	5	10	1	10	2	6	4	9	1	9	7	6		5.66
vardas847		pavarde847		2	6	1	9	2	6	3	1	9	8	1	1	1	2	6	10	7	6	9	5	8		6.7
vardas848		pavarde848		1	6	7	1	2	5	10	1	8	10	10	6	9	5	7	6	5	5	10	6	7		6.6
vardas849		pavarde849		5	7	7	5	4	1	10	9	3	1	10	2	3	7	2	8	1	4	1	6	6		5.52
vardas850		pavarde850		5	10	5	10	6	10	1	8	10	6	9	1	7	4	5	1	1	2	5	5	4		4.62
vardas851		pavarde851		2	8	10	2	2	6	3	2	6	8	8	7	6	8	5	5	2	2	3	10	1		2.7
vardas852		pavarde852		4	10	10	4	9	4	1	8	2	1	4	9	3	2	6	3	10	8	9	1	5		5.16
vardas853		pavarde853		10	3	1	1	4	3	2	8	9	8	5	8	2	4	7	9	1	8	6	4	1		2.66
vardas854		pavarde854		3	4	2	9	6	7	9	5	1	1	9	8	6	3	3	5	10	9	2	1	1		2.66
vardas855		pavarde855		4	3	4	8	5	7	3	6	1	8	3	9	8	1	9	8	9	4	9	5	8		7.08
vardas856		pavarde856		1	4	4	4	8	5	6	5	4	4	2	6	10	8	9	2	3	2	4	5	3		3.72
vardas857		pavarde857		3	2	9	8	3	7	6	7	5	10	9	5	2	6	3	9	6	7	9	9	4		4.9
vardas858		pavarde858		6	4	6	5	10	9	6	1	2	10	6	7	2	2	4	9	5	5	1	9	4		4.58
vardas859		pavarde859		7	10	7	1	3	3	2	2	9	8	4	8	8	8	6	9	8	5	5	6	10		8.38
vardas860		pavarde860		10	9	3	1	4	7	1	8	1	6	5	10	10	5	4	9	8	6	2	6	8		7.1
vardas861		pavarde861		4	8	1	1	5	9	1	1	10	7	9	4	1	7	7	4	3	1	3	8	2		3.08
vardas862		pavarde862		7	6	6	9	8	8	9	3	8	8	6	8	9	10	1	3	1	9	6	4	1		3.18
vardas863		pavarde863		2	4	10	1	7	7	3	7	6	7	1	2	10	4	4	3	8	2	1	10	7		6.18
vardas864		pavarde864		1	7	3	9	6	3	8	6	9	5	8	6	9	6	8	7	8	4	9	1	10		8.46
vardas865		pavarde865		9	5	7	4	1	8	10	9	1	1	5	10	5	8	1	4	8	8	6	6	4		4.72
vardas866		pavarde866		9	5	9	8	3	1	2	3	2	10	1	10	2	3	1	9	4	4	5	4	2		3.1
vardas867		pavarde867		9	6	1	2	4	6	1	3	1	1	2	9	10	10	4	8	6	1	8	3	4		4.3
vardas868		pavarde868		8	5	5	8	4	8	10	1	7	5	3	1	7	8	9	1	4	2	9	6	5		5.22
vardas869		pavarde869		9	1	6	8	1	8	5	9	2	10	10	7	1	1	8	5	6	5	10	7	5		5.38
vardas870		pavarde870		4	2	4	4	5	10	3	8	8	1	5	1	5	5	3	3	9	3	5	4	2		3.04
vardas871		pavarde871		6	5	1	6	9	6	5	5	10	3	1	3	2	3	2	5	8	6	6	8	6		5.6
vardas872		pavarde872		10	5	5	3	7	5	10	6	1	2	2	5	5	8	5	4	1	8	6	9	4		4.54
vardas873		pavarde873		3	6	2	7	4	9	8	3	9	6	8	10	5	10	1	7	3	8	2	1	8		7.04
vardas874		pavarde874		9	6	2	8	5	8	2	2	3	5	5	3	2	4	2	5	3	8	8	9	10		7.98
vardas875		pavarde875		4	3	6	3	10	1	4	3	2	4	10	2	2	5	1	8	7	4	4	1	6		5.28
vardas876		pavarde876		3	9	6	4	8	1	3	10	9	4	4	3	3	4	9	8	8	2	8	5	5		5.22
vardas877		pavarde877		3	1	2	6	10	4	3	6	9	4	7	8	8	1	9	8	7	7	2	7	8		7.04
vardas878		pavarde878		9	3	8	1	8	9	8	5	10	1	2	4	6	5	1	2	3	1	8	1	10		7.9
vardas879		pavarde879		8	6	7	3	5	8	9	8	1	2	6	5	6	8	4	4	3	6	7	6	5		5.24
vardas880		pavarde880		8	10	5	7	9	4	6	2	6	7	7	6	4	7	4	5	9	8	4	2	6		6
vardas881		pavarde881		6	10	6	5	6	10	6	8	1	10	6	3	7	3	3	9	9	10	1	5	3		4.28
vardas882		pavarde882		3	9	2	6	6	2	8	5	7	4	7	8	8	3	8	8	9	10	10	3	8		7.32
vardas883		pavarde883		7	9	1	2	3	9	4	5	8	9	9	4	7	1	1	1	4	3	5	8	2		3.2
vardas884		pavarde884		8	5	7	2	6	6	8	8	5	10	4	6	9	5	8	8	2	10	7	6	9		8
vardas885		pavarde885		6	10	8	5	7	10	6	8	7	2	6	9	4	5	2	9	4	1	3	2	10		8.28
vardas886		pavarde886		5	4	6	5	5	3	10	7	10	10	2	8	1	7	6	9	9	5	4	10	4		4.92
vardas887		pavarde887		9	3	10	2	1	4	9	9	8	8	4	6	10	3	8	3	9	2	5	7	7		6.6
vardas888		pavarde888		10	3	6	5	8	10	9	2	2	2	2	8	10	8	9	8	2	6	4	7	5		5.42
vardas889		pavarde889		10	1	2	10	10	3	3	7	2	3	5	7	9	1	8	3	10	3	3	1	9		7.42
vardas890		pavarde890		8	1	10	2	6	6	1	7	9	8	6	10	2	8	10	5	9	10	7	2	6		6.14
vardas891		pavarde891		10	10	5	7	9	9	1	1	1	6	6	9	8	7	3	5	1	3	3	7	8		7.02
vardas892		pavarde892		4	1	7	3	10	1	6	7	3	6	10	1	10	4	8	9	3	8	3	8	7		6.44
vardas893		pavarde893		2	6	6	5	4	9	2	3	9	7	3	4	2	10	8	5	3	2	7	3	4		4.4
vardas894		pavarde894		10	9	8	5	7	7	9	4	4	1	10	10	2	9	4	2	8	5	10	10	6		6.28
vardas895		pavarde895		10	1	10	4	6	9	6	5	9	7	3	9	9	2	7	6	4	2	5	3	10		8.34
vardas896		pavarde896		10	2	10	1	3	6	5	3	1	5	10	5	6	2	8	1	5	5	8	6	9		7.44
vardas897		pavarde897		10	2	8	9	5	7	9	4	8	9	5	3	4	2	7	10	4	5	10	8	8		7.38
vardas898		pavarde898		3	10	1	2	7	8	10	9	4	8	8	4	2	7	4	9	5	4	6	8	10		8.38
vardas899		pavarde899		5	1	1	2	3	10	3	3	1	9	8	9	10	2	5	5	1	10	1	7	10		7.92
vardas900		pavarde900		8	10	1	1	10	8	9	3	3	1	3	1	3	4	2	9	10	4	7	4	4		4.42
vardas901		pavarde901		9	8	5	10	1	7	2	5	1	6	5	4	2	5	3	3	3	5	4	2	2		3
vardas902		pavarde902		5	3	2	5	7	7	6	2	7	1	10	4	6	6	9	2	2	8	4	1	9		7.34
vardas903		pavarde903		1	8	4	10	4	2	10	4	4	1	4	10	9	5	1	10	7	2	6	6	2		3.36
vardas904		pavarde904		6	1	1	10	10	9	3	10	6	6	6	4	10	2	3	9	7	8	9	3	10		8.46
vardas905		pavarde905		3	3	9	8	2	4	6	10	7	5	4	5	3	4	6	3	2	7	2	8	2		3.22
vardas906		pavarde906		8	3	7	1	10	2	10	8	1	9	10	1	5	10	10	4	3	4	5	2	8		7.06
vardas907		pavarde907		2	4	1	6	6	1	1	1	7	7	9	4	7	6	3	7	8	9	8	4	7		6.22
vardas908		pavarde908		7	3	8	5	8	5	6	9	1	1	6	4	9	4	9	8	1	2	5	9	4		4.6
vardas909		pavarde909		10	8	4	9	10	2	5	4	9	5	10	8	3	8	2	10	10	2	4	10	7		6.86
vardas910		pavarde910		2	5	6	1	8	6	9	7	7	2	9	10	10	7	10	10	5	4	8	2	1		3.16
vardas911		pavarde911		8	3	2	3	10	10	8	8	5	2	4	9	6	3	8	8	6	8	2	7	6		6
vardas912		pavarde912		2	2	3	1	1	6	3	1	4	3	5	4	9	9	9	3	6	7	9	6	4		4.26
vardas913		pavarde913		7	8	8	6	6	4	4	5	4	1	4	5	2	4	1	4	9	6	6	3	5		4.94
vardas914		pavarde914		9	7	2	1	5	5	4	6	4	4	2	1	4	3	3	10	10	6	2	6	4		4.28
vardas915		pavarde915		8	8	1	2	7	2	9	8	5	10	8	4	1	2	4	3	10	8	5	10	7		6.5
vardas916		pavarde916		7	5	8	1	9	8	5	9	2	3	9	3	9	1	2	3	5	5	3	1	4		4.36
vardas917		pavarde917		8	7	1	8	3	1	5	2	1	9	9	10	2	8	5	6	6	9	10	8	2		3.56
vardas918		pavarde918		4	3	6	6	1	3	4	5	10	8	10	7	1	6	5	5	2	1	8	8	2		3.26
vardas919		pavarde919		5	10	7	9	7	5	5	6	3	2	6	7	8	1	8	1	7	4	3	2	7		6.32
vardas920		pavarde920		5	7	2	5	6	2	8	3	7	4	2	9	4	4	9	8	9	5	6	5	7		6.4
vardas921		pavarde921		10	10	1	8	10	6	7	1	9	1	10	8	9	8	5	2	7	8	10	6	1		3.32
vardas922		pavarde922		4	1	1	4	7	2	8	2	1	9	10	6	1	5	10	3	6	3	8	5	3		3.72
vardas923		pavarde923		3	8	4	5	4	7	9	1	9	4	1	7	7	2	10	7	2	10	3	8	1		2.82
vardas924		pavarde924		5	2	5	7	10	1	10	6	2	5	6	5	3	2	1	4	9	2	8	6	7		6.18
vardas925		pavarde925		1	10	7	6	1	1	8	3	1	8	5	3	10	4	4	8	5	10	8	5	6		5.76
vardas926		pavarde926		6	3	1	7	1	1	6	4	6	7	4	8	4	1	5	10	5	9	5	3	7		6.12
vardas927		pavarde927		4	9	7	9	9	6	1	3	9	4	5	3	8	6	1	5	6	2	5	5	10		8.14
vardas928		pavarde928		8	1	2	6	5	8	6	3	7	10	2	4	6	3	1	6	4	3	3	5	8		6.66
vardas929		pavarde929		3	2	7	5	5	8	2	5	2	7	5	5	1	10	9	7	7	1	9	10	8		7
vardas930		pavarde930		2	6	10	2	4	5	3	6	2	5	10	4	7	6	9	8	10	10	4	5	5		5.36
vardas931		pavarde931		6	10	3	9	1	10	5	5	6	8	7	2	9	1	3	4	7	2	3	3	5		5.08
vardas932		pavarde932		6	1	4	2	10	1	7	9	3	9	4	8	2	2	5	10	4	7	7	6	8		6.94
vardas933		pavarde933		1	2	8	2	6	5	3	4	7	4	8	8	5	10	2	1	6	1	8	5	7		6.12
vardas934		pavarde934		10	6	5	9	9	8	4	9	4	5	5	8	7	9	9	7	8	10	9	9	2		4.2
vardas935		pavarde935		10	4	8	7	8	8	7	1	2	3	9	4	5	2	3	10	6	8	4	7	8		7.12
vardas936		pavarde936		4	4	10	2	9	5	3	1	4	7	3	6	10	6	9	5	8	2	9	10	9		7.74
vardas937		pavarde937		10	6	2	8	5	1	7	9	8	10	2	2	4	4	3	9	4	9	8	7	7		6.56
vardas938		pavarde938		6	6	1	1	4	8	7	4	7	7	8	1	9	6	3	6	4	4	4	3	9		7.38
vardas939		pavarde939		5	4	4	10	8	4	2	3	1	4	5	5	2	4	5	5	9	8	5	4	9		7.34
vardas940		pavarde940		3	5	4	1	2	2	5	1	8	6	3	5	7	7	10	10	4	8	8	10	5		5.18
vardas941		pavarde941		4	9	6	1	8	9	6	2	9	4	5	3	10	9	7	5	10	4	2	10	4		4.86
vardas942		pavarde942		10	1	1	10	10	4	5	7	10	5	3	10	9	8	4	9	2	7	3	2	2		3.6
vardas943		pavarde943		7	9	9	10	5	4	1	10	7	2	7	6	7	3	9	5	5	9	7	6	6		6.16
vardas944		pavarde944		1	2	3	4	1	9	10	6	10	7	1	8	2	6	3	2	4	3	4	2	1		2.36
vardas945		pavarde945		6	10	7	7	3	5	5	9	8	2	5	2	1	2	10	4	7	4	6	1	3		3.88
vardas946		pavarde946		8	2	10	7	10	8	3	6	10	3	6	8	6	2	10	2	3	10	6	6	5		5.52
vardas947		pavarde947		5	3	2	2	2	6	6	9	1	10	3	6	10	4	7	1	8	9	7	5	1		2.72
vardas948		pavarde948		8	6	1	3	6	8	3	4	6	8	7	6	8	10	1	6	3	2	5	4	1		2.7
vardas949		pavarde949		4	4	4	4	3	2	1	6	1	5	7	7	8	7	8	4	8	9	4	4	8		6.8
vardas950		pavarde950		3	1	9	6	1	5	7	9	4	5	1	2	2	4	10	1	5	2	4	6	7		5.94
vardas951		pavarde951		10	10	1	4	9	10	3	6	5	9	9	5	9	6	7	4	1	7	7	9	7		6.82
vardas952		pavarde952		7	5	4	5	6	5	4	3	1	4	5	2	6	10	2	10	5	2	3	2	2		3.02
vardas953		pavarde953		4	1	9	10	9	10	9	2	7	10	5	3	9	8	8	7	3	8	8	9	8		7.58
vardas954		pavarde954		9	9	3	6	8	8	5	6	5	10	9	3	2	9	4	1	7	9	5	7	7		6.7
vardas955		pavarde955		3	2	5	5	6	10	3	6	6	6	4	5	1	10	10	4	3	4	3	7	2		3.26
vardas956		pavarde956		3	10	7	7	9	7	5	6	9	9	1	7	2	4	1	7	6	3	6	9	2		3.56
vardas957		pavarde957		8	3	4	10	10	9	6	2	9	10	3	10	4	9	8	10	9	6	3	5	10		8.76
vardas958		pavarde958		4	2	8	10	8	8	3	6	9	3	1	4	5	5	2	1	9	9	4	10	10		8.22
vardas959		pavarde959		5	9	4	7	8	3	3	6	3	4	2	5	5	4	6	7	10	7	4	9	7		6.42
vardas960		pavarde960		3	1	1	2	4	2	4	10	7	5	4	10	5	5	9	9	1	4	8	1	7		6.1
vardas961		pavarde961		8	3	9	8	4	3	1	2	9	2	1	1	3	5	8	1	6	10	1	7	10		7.84
vardas962		pavarde962		8	2	8	3	2	3	4	3	6	2	3	5	6	6	1	8	8	3	8	5	8		6.68
vardas963		pavarde963		10	8	8	3	2	10	3	7	1	5	1	2	10	10	8	1	5	5	5	6	8		7
vardas964		pavarde964		4	7	10	7	7	4	6	8	4	5	5	1	9	5	7	2	9	5	3	8	10		8.32
vardas965		pavarde965		10	1	7	4	2	2	9	6	2	6	9	2	3	7	1	1	2	3	1	6	4		4.08
vardas966		pavarde966		9	7	4	7	6	8	7	9	7	8	7	4	6	6	7	10	7	3	6	3	10		8.62
vardas967		pavarde967		2	6	1	4	9	7	8	4	6	4	4	3	8	2	3	9	3	1	10	1	10		7.9
vardas968		pavarde968		10	8	8	2	1	6	9	8	9	9	8	8	5	10	1	5	1	2	10	7	10		8.54
vardas969		pavarde969		10	2	5	1	1	10	9	10	10	3	6	7	7	1	4	5	10	9	9	3	8		7.24
vardas970		pavarde970		9	6	6	9	3	10	1	5	10	7	5	9	2	5	8	4	1	2	9	2	8		7.06
vardas971		pavarde971		7	4	7	4	5	8	8	2	5	7	8	4	7	7	10	5	7	10	10	9	5		5.68
vardas972		pavarde972		10	5	8	7	9	8	3	8	5	7	10	6	1	8	10	7	3	9	1	6	7		6.82
