vardas		pavarde		nd1	nd2	nd3	nd4	nd5	nd6	nd7	nd8	nd9	nd10	nd11	nd12	nd13	nd14	nd15	nd16	nd17	nd18	nd19	nd20	egzaminas	galutinis balas
vardas9035		pavarde9035		3	8	1	2	6	2	9	6	7	1	10	1	10	6	7	10	9	5	2	3	5		5.16
vardas9036		pavarde9036		7	8	1	3	8	1	6	9	8	5	4	1	10	5	8	10	3	1	7	1	9		7.52
vardas9037		pavarde9037		9	4	4	1	4	7	5	8	3	4	8	10	9	6	7	4	2	1	10	4	6		5.8
vardas9038		pavarde9038		7	6	5	4	5	5	9	6	8	5	7	1	8	4	7	10	1	6	4	4	2		3.44
vardas9039		pavarde9039		7	1	3	9	9	2	1	5	1	7	4	7	9	6	9	6	8	10	8	2	10		8.28
vardas9040		pavarde9040		2	2	2	4	7	1	7	9	8	3	10	7	3	2	5	8	7	2	3	9	3		3.82
vardas9041		pavarde9041		10	7	7	1	3	1	4	4	3	7	4	6	8	8	4	2	7	10	6	10	3		4.04
vardas9042		pavarde9042		8	1	2	4	6	5	2	7	8	5	2	2	4	1	6	3	10	5	1	2	8		6.48
vardas9043		pavarde9043		2	5	9	7	9	8	2	6	9	4	1	8	9	6	1	9	2	8	7	8	8		7.2
vardas9044		pavarde9044		5	5	9	4	4	3	5	3	7	2	8	3	9	3	2	2	3	2	8	7	2		3.08
vardas9045		pavarde9045		3	7	6	10	1	10	9	6	10	5	6	3	3	6	9	4	8	2	8	9	9		7.9
vardas9046		pavarde9046		4	1	6	9	4	6	1	6	3	7	6	7	3	8	10	2	8	6	7	6	4		4.6
vardas9047		pavarde9047		6	5	4	9	10	6	1	10	3	7	1	2	2	10	9	5	1	8	2	3	10		8.08
vardas9048		pavarde9048		1	5	9	4	5	2	4	2	4	7	5	8	9	7	3	2	3	1	10	7	8		6.76
vardas9049		pavarde9049		10	10	1	9	2	5	2	6	7	8	4	4	2	3	7	3	1	5	5	1	4		4.3
vardas9050		pavarde9050		3	5	10	5	2	10	6	9	6	4	3	7	7	8	3	10	1	1	10	8	2		3.56
vardas9051		pavarde9051		9	2	4	2	8	10	3	9	9	4	7	1	2	3	1	8	6	8	7	8	10		8.22
vardas9052		pavarde9052		7	4	3	10	7	2	4	2	2	6	4	6	4	5	3	1	6	6	5	7	6		5.48
vardas9053		pavarde9053		4	4	1	8	10	10	6	9	2	5	6	2	10	5	5	5	6	4	2	10	10		8.28
vardas9054		pavarde9054		3	1	7	2	1	2	8	5	4	6	4	8	8	1	6	9	7	5	2	9	1		2.56
vardas9055		pavarde9055		1	9	2	10	9	7	8	3	10	3	4	2	10	7	1	5	2	1	4	5	3		3.86
vardas9056		pavarde9056		5	5	1	4	1	3	3	4	2	8	3	4	10	9	5	8	10	10	8	3	1		2.72
vardas9057		pavarde9057		6	2	2	6	4	4	5	7	9	5	2	8	10	5	7	4	7	8	7	7	7		6.5
vardas9058		pavarde9058		8	10	9	1	7	6	2	8	2	7	8	9	5	6	1	2	6	6	1	3	7		6.34
vardas9059		pavarde9059		8	9	5	3	6	5	1	10	7	7	4	9	3	5	6	4	1	5	10	9	7		6.54
vardas9060		pavarde9060		3	10	2	4	8	3	8	7	9	5	6	9	10	5	4	2	1	1	9	7	5		5.26
vardas9061		pavarde9061		1	2	3	4	6	3	1	3	3	3	1	4	3	5	4	2	1	5	8	8	1		2
vardas9062		pavarde9062		9	8	9	6	10	2	3	8	8	2	4	4	1	1	2	4	4	7	7	3	9		7.44
vardas9063		pavarde9063		5	2	6	3	10	8	4	5	6	2	10	9	7	9	4	4	8	9	4	2	7		6.54
vardas9064		pavarde9064		6	4	8	2	10	4	2	9	9	3	9	1	8	3	9	4	8	6	4	9	3		4.16
vardas9065		pavarde9065		6	2	4	6	8	2	2	1	4	9	2	4	9	4	8	9	5	8	10	8	4		4.62
vardas9066		pavarde9066		6	3	7	8	9	10	9	6	4	9	6	6	1	9	10	7	1	4	1	6	10		8.44
vardas9067		pavarde9067		5	7	4	5	10	4	7	5	1	3	2	9	9	10	10	2	8	3	6	6	3		4.12
vardas9068		pavarde9068		7	1	9	6	5	8	10	7	4	10	5	9	10	6	7	1	4	4	3	2	6		5.96
vardas9069		pavarde9069		5	1	2	10	2	5	4	4	3	4	2	1	9	4	10	7	6	6	9	5	3		3.78
vardas9070		pavarde9070		7	6	4	9	8	1	7	2	8	3	10	5	2	8	7	6	4	4	6	3	1		2.8
vardas9071		pavarde9071		6	5	2	7	8	1	2	10	6	7	5	3	4	5	5	4	6	2	9	10	10		8.14
vardas9072		pavarde9072		5	1	8	1	10	10	9	10	2	6	7	1	2	10	4	5	7	10	9	1	8		7.16
vardas9073		pavarde9073		7	6	6	5	5	1	2	7	9	6	8	8	5	9	5	5	10	8	10	5	7		6.74
vardas9074		pavarde9074		7	2	6	2	2	5	2	7	4	10	5	8	5	5	5	10	2	10	9	3	8		6.98
vardas9075		pavarde9075		4	5	3	9	10	8	4	9	9	9	2	3	5	3	5	3	4	7	1	6	6		5.78
vardas9076		pavarde9076		9	6	10	7	2	2	10	3	2	1	5	2	7	7	8	6	10	5	6	10	8		7.16
vardas9077		pavarde9077		1	2	5	9	4	10	8	4	1	8	8	4	2	6	9	3	10	5	3	3	2		3.3
vardas9078		pavarde9078		8	8	7	8	6	8	5	1	5	6	3	3	1	1	5	1	6	7	5	5	2		3.18
vardas9079		pavarde9079		1	10	4	3	2	4	5	10	3	9	5	10	5	7	3	3	2	5	3	3	7		6.14
vardas9080		pavarde9080		4	5	2	3	3	10	10	5	4	3	1	1	3	3	10	2	6	8	8	7	9		7.36
vardas9081		pavarde9081		4	9	5	7	8	1	4	10	1	7	6	3	10	5	1	7	3	10	7	7	7		6.5
vardas9082		pavarde9082		1	8	9	4	3	10	2	3	8	9	8	10	10	4	10	5	3	4	8	6	2		3.7
vardas9083		pavarde9083		6	4	7	3	3	7	4	5	1	9	9	3	5	1	8	1	2	4	7	4	5		4.86
vardas9084		pavarde9084		6	6	1	2	4	5	4	9	4	10	5	8	1	3	3	6	8	5	7	9	6		5.72
vardas9085		pavarde9085		10	5	4	2	7	2	7	9	2	4	7	6	7	8	8	1	6	9	7	10	10		8.42
vardas9086		pavarde9086		7	6	1	1	3	3	4	8	1	4	7	8	8	7	4	1	1	1	5	10	5		4.8
vardas9087		pavarde9087		1	6	10	10	6	8	10	5	6	5	6	7	3	1	4	10	9	6	3	2	9		7.76
vardas9088		pavarde9088		3	5	1	1	5	9	3	5	1	6	10	9	8	8	7	7	8	8	7	10	5		5.42
vardas9089		pavarde9089		2	3	7	6	7	6	4	2	2	6	9	10	2	10	2	6	10	7	8	4	3		4.06
vardas9090		pavarde9090		8	3	3	8	6	10	7	10	4	10	1	8	4	3	5	6	6	3	6	7	6		5.96
vardas9091		pavarde9091		6	5	5	2	5	10	2	2	10	4	2	4	10	10	3	6	10	2	1	7	5		5.12
vardas9092		pavarde9092		2	3	10	7	5	1	6	9	2	8	10	4	10	1	7	8	1	5	10	6	2		3.5
vardas9093		pavarde9093		2	7	6	4	10	6	2	7	5	1	5	3	1	8	7	3	7	9	10	4	7		6.34
vardas9094		pavarde9094		5	8	10	3	4	8	4	2	2	2	4	8	3	10	7	2	7	8	7	9	3		4.06
vardas9095		pavarde9095		6	4	9	8	2	2	1	3	7	4	2	5	2	8	3	9	7	3	9	1	8		6.7
vardas9096		pavarde9096		3	2	3	3	6	4	4	7	2	8	2	10	4	4	3	2	10	9	10	1	9		7.34
vardas9097		pavarde9097		1	7	8	10	6	4	2	8	9	7	9	9	1	6	2	3	6	10	6	8	2		3.64
vardas9098		pavarde9098		2	5	7	10	9	10	2	1	7	2	7	8	5	6	9	4	6	6	9	7	6		6.04
vardas9099		pavarde9099		2	10	7	5	5	3	7	10	5	6	1	5	6	10	4	5	3	9	9	2	9		7.68
vardas9100		pavarde9100		4	3	8	10	5	6	6	2	10	1	5	3	9	5	1	5	6	4	7	6	7		6.32
vardas9101		pavarde9101		2	5	2	1	7	9	9	9	2	5	5	4	2	2	6	8	7	6	4	6	5		5.02
vardas9102		pavarde9102		5	8	3	10	8	1	4	1	9	5	10	6	1	5	10	1	6	8	8	2	2		3.42
vardas9103		pavarde9103		3	2	3	8	10	6	6	10	9	7	3	4	7	8	2	7	7	9	6	9	6		6.12
vardas9104		pavarde9104		8	1	3	7	9	10	6	6	10	8	5	7	2	8	4	2	10	5	9	7	3		4.34
vardas9105		pavarde9105		2	7	5	6	7	4	7	3	1	3	6	9	5	5	9	5	3	1	8	10	2		3.32
vardas9106		pavarde9106		1	9	5	3	1	9	9	6	10	9	3	1	5	10	2	5	6	1	6	9	6		5.8
vardas9107		pavarde9107		10	3	6	6	9	4	6	8	2	6	1	8	9	5	9	8	7	7	5	4	3		4.26
vardas9108		pavarde9108		7	1	6	7	10	3	8	7	8	8	4	5	7	9	7	5	10	6	9	1	8		7.36
vardas9109		pavarde9109		6	4	10	3	1	9	8	5	9	10	1	1	7	7	10	5	2	3	6	10	1		2.94
vardas9110		pavarde9110		7	9	6	5	2	2	4	4	2	5	8	3	5	1	1	10	1	1	10	9	5		4.9
vardas9111		pavarde9111		10	4	10	10	8	9	9	6	1	3	7	3	4	10	3	8	10	8	8	3	8		7.48
vardas9112		pavarde9112		8	7	1	4	9	5	6	5	4	3	5	9	1	6	6	2	3	10	8	4	2		3.32
vardas9113		pavarde9113		9	1	6	9	7	3	6	6	6	2	6	4	10	9	10	3	3	10	6	10	7		6.72
vardas9114		pavarde9114		2	6	4	2	3	3	1	2	3	4	2	6	10	7	1	1	8	9	7	1	5		4.64
vardas9115		pavarde9115		1	1	9	7	7	6	9	1	2	7	1	9	4	3	5	8	4	8	7	6	8		6.9
vardas9116		pavarde9116		8	1	1	2	2	8	8	1	1	2	9	3	4	2	3	4	6	1	6	10	7		5.84
vardas9117		pavarde9117		8	7	1	10	6	9	10	3	9	8	10	3	1	2	2	10	3	2	8	1	4		4.66
vardas9118		pavarde9118		5	10	7	1	1	9	7	10	9	9	4	9	9	2	9	9	4	2	10	6	3		4.44
vardas9119		pavarde9119		4	4	3	3	5	9	2	5	8	8	5	7	1	1	2	1	2	3	3	3	9		6.98
vardas9120		pavarde9120		9	4	1	1	8	8	9	9	10	8	2	8	5	7	9	2	7	6	7	7	3		4.34
vardas9121		pavarde9121		6	2	8	5	7	8	1	9	5	6	1	9	5	1	2	6	2	5	7	6	6		5.62
vardas9122		pavarde9122		6	4	8	8	5	1	2	2	4	9	3	8	8	10	1	7	7	2	4	7	4		4.52
vardas9123		pavarde9123		1	2	9	10	2	7	6	7	6	10	8	1	10	4	10	8	2	4	1	2	5		5.2
vardas9124		pavarde9124		9	10	5	6	2	2	7	2	3	3	6	2	4	4	9	9	8	5	1	6	10		8.06
vardas9125		pavarde9125		1	4	4	5	9	2	8	1	6	2	6	10	2	8	8	9	3	7	7	2	5		5.08
vardas9126		pavarde9126		5	9	5	1	6	10	6	7	3	6	10	1	3	6	6	2	8	5	3	4	9		7.52
vardas9127		pavarde9127		6	8	6	4	2	8	4	7	9	9	2	7	9	6	3	9	8	5	4	5	10		8.42
vardas9128		pavarde9128		8	10	8	10	1	3	7	7	10	5	1	9	8	10	2	6	6	6	9	6	8		7.44
vardas9129		pavarde9129		9	6	6	5	7	4	10	7	3	9	2	10	7	8	1	7	9	2	6	1	5		5.38
vardas9130		pavarde9130		1	6	8	3	2	4	8	1	6	6	6	5	2	2	10	5	9	3	6	7	10		8
vardas9131		pavarde9131		10	3	10	7	9	6	4	3	9	1	1	7	7	10	10	4	6	5	10	1	6		6.06
vardas9132		pavarde9132		5	8	7	9	8	10	6	6	1	6	3	6	9	3	5	6	5	8	3	5	10		8.38
vardas9133		pavarde9133		9	9	8	6	1	5	2	3	3	10	2	3	2	10	1	3	7	8	1	6	1		2.58
vardas9134		pavarde9134		7	9	6	3	9	1	9	10	9	8	4	6	2	6	3	1	5	9	4	7	3		4.16
vardas9135		pavarde9135		5	7	8	1	2	10	4	6	5	3	3	9	2	10	4	2	4	8	10	4	10		8.14
vardas9136		pavarde9136		6	4	1	7	2	4	9	7	3	2	8	7	7	1	2	7	10	2	2	6	10		7.94
vardas9137		pavarde9137		2	8	3	3	10	2	9	3	2	1	6	10	4	3	9	2	8	10	9	1	7		6.3
vardas9138		pavarde9138		7	4	8	10	1	2	3	10	3	3	4	1	10	6	9	8	2	6	4	4	8		6.9
vardas9139		pavarde9139		3	6	3	9	6	10	6	4	8	9	6	4	8	2	9	3	4	6	8	9	10		8.46
vardas9140		pavarde9140		5	10	8	7	6	10	9	2	2	3	2	1	8	1	10	3	5	5	7	1	6		5.7
vardas9141		pavarde9141		8	6	7	3	2	1	1	7	3	10	7	1	6	7	6	8	6	1	4	7	8		6.82
vardas9142		pavarde9142		9	5	8	4	5	4	5	1	8	1	10	5	3	10	5	2	8	9	4	1	6		5.74
vardas9143		pavarde9143		8	8	4	7	10	2	2	1	9	7	2	1	1	4	6	2	1	2	4	6	1		2.34
vardas9144		pavarde9144		9	1	7	8	3	8	3	3	8	8	4	1	10	1	7	3	7	6	3	10	7		6.4
vardas9145		pavarde9145		5	1	8	7	1	6	10	2	9	8	10	2	10	4	10	3	10	9	5	5	5		5.5
vardas9146		pavarde9146		1	9	5	9	10	1	1	10	7	7	8	7	8	4	4	10	10	4	4	2	4		4.82
vardas9147		pavarde9147		8	5	6	6	8	1	7	6	6	2	1	2	1	7	1	10	1	5	8	10	9		7.42
vardas9148		pavarde9148		8	4	6	8	9	5	6	9	10	4	3	7	6	6	6	4	9	8	2	9	7		6.78
vardas9149		pavarde9149		10	2	6	2	8	2	1	7	8	10	2	2	4	1	7	2	6	9	9	6	3		3.88
vardas9150		pavarde9150		7	2	5	2	9	4	1	8	8	7	8	9	8	9	5	9	8	2	5	3	1		2.98
vardas9151		pavarde9151		4	4	5	1	8	3	7	10	3	1	9	9	9	9	1	10	7	4	2	3	9		7.58
vardas9152		pavarde9152		6	1	8	9	1	6	2	3	9	1	3	8	2	8	7	7	8	5	8	7	1		2.78
vardas9153		pavarde9153		5	6	10	3	3	6	10	7	3	10	1	10	6	7	7	8	10	7	4	2	5		5.5
vardas9154		pavarde9154		6	3	7	1	1	1	2	2	7	7	5	4	4	6	2	2	4	10	1	4	8		6.38
vardas9155		pavarde9155		8	1	6	4	5	8	9	9	10	8	4	9	7	3	6	8	2	5	6	5	7		6.66
vardas9156		pavarde9156		7	10	4	4	5	7	3	2	4	7	2	2	10	7	5	1	1	1	4	3	5		4.78
vardas9157		pavarde9157		5	3	8	2	10	4	9	4	6	3	2	1	7	10	6	2	9	5	1	10	5		5.14
vardas9158		pavarde9158		5	3	6	9	3	3	6	4	8	8	4	5	5	10	5	6	7	8	6	5	1		2.92
vardas9159		pavarde9159		6	6	8	3	4	8	6	6	6	4	6	9	2	7	3	9	5	2	5	3	6		5.76
vardas9160		pavarde9160		9	1	4	6	8	10	7	4	2	4	3	3	3	5	6	9	10	2	4	6	9		7.52
vardas9161		pavarde9161		5	3	2	3	7	7	9	6	7	3	3	8	4	2	9	10	5	9	7	10	6		5.98
vardas9162		pavarde9162		3	1	1	8	3	7	9	3	7	4	6	8	3	5	2	2	1	5	9	5	8		6.64
vardas9163		pavarde9163		8	8	2	5	5	7	3	2	8	3	3	5	7	5	2	5	7	10	10	6	3		4.02
vardas9164		pavarde9164		8	7	6	10	5	4	2	6	8	1	3	7	1	9	6	8	7	10	5	7	2		3.6
vardas9165		pavarde9165		1	10	7	3	1	6	3	2	3	2	6	6	8	1	10	10	8	4	2	10	7		6.26
vardas9166		pavarde9166		10	10	8	10	1	3	9	4	9	4	5	10	1	1	7	9	6	9	9	9	1		3.28
vardas9167		pavarde9167		2	7	6	3	1	3	9	4	1	7	10	2	3	2	6	2	10	9	8	7	6		5.64
vardas9168		pavarde9168		8	10	2	5	10	5	3	3	4	6	3	8	9	1	3	5	1	5	6	10	4		4.54
vardas9169		pavarde9169		1	8	5	8	1	4	3	7	5	10	1	8	10	4	1	6	7	2	7	2	6		5.6
vardas9170		pavarde9170		9	5	3	9	8	6	5	1	8	6	1	10	10	9	9	9	2	4	1	1	2		3.52
vardas9171		pavarde9171		5	2	2	9	8	2	10	5	9	9	2	5	6	3	6	4	7	4	9	5	8		7.04
vardas9172		pavarde9172		7	3	3	10	1	9	3	2	6	10	10	6	1	6	9	2	8	8	5	5	8		7.08
vardas9173		pavarde9173		4	9	3	3	7	5	5	7	2	9	9	8	7	2	3	3	10	10	2	8	2		3.52
vardas9174		pavarde9174		2	2	4	10	1	3	1	1	9	7	8	1	5	10	7	4	6	2	1	9	2		3.06
vardas9175		pavarde9175		10	1	5	9	5	4	4	3	2	6	8	8	8	10	8	7	4	4	7	4	2		3.54
vardas9176		pavarde9176		8	6	6	9	2	1	1	8	7	10	5	6	6	1	6	8	5	6	5	5	5		5.22
vardas9177		pavarde9177		6	3	4	1	8	2	10	8	4	6	3	2	5	8	10	1	9	9	4	2	10		8.1
vardas9178		pavarde9178		2	5	9	3	10	8	10	9	7	1	8	7	2	6	10	6	1	9	10	2	1		3.1
vardas9179		pavarde9179		4	9	8	9	5	8	1	5	2	3	7	10	5	5	4	3	9	7	4	9	5		5.34
vardas9180		pavarde9180		7	10	2	2	6	9	1	2	7	5	4	7	6	6	10	3	10	5	7	2	4		4.62
vardas9181		pavarde9181		1	5	1	9	6	4	9	8	3	2	7	6	10	4	2	1	6	9	5	7	1		2.7
vardas9182		pavarde9182		6	10	10	2	6	5	8	6	1	8	4	2	1	9	4	5	8	9	4	3	6		5.82
vardas9183		pavarde9183		5	2	8	7	9	1	1	10	2	3	2	5	9	2	9	1	2	2	2	1	8		6.46
vardas9184		pavarde9184		5	7	3	4	3	3	9	5	4	5	8	5	7	5	7	3	5	9	7	2	5		5.12
vardas9185		pavarde9185		8	9	6	6	7	5	5	2	5	3	6	4	9	3	2	5	5	9	7	10	9		7.72
vardas9186		pavarde9186		2	2	8	6	5	4	4	3	4	2	9	1	7	3	4	4	1	1	8	10	10		7.76
vardas9187		pavarde9187		3	3	1	2	1	9	7	8	2	9	10	5	9	4	5	1	8	5	6	9	1		2.74
vardas9188		pavarde9188		1	5	7	6	9	5	9	4	3	1	9	8	9	2	4	7	7	8	1	4	6		5.78
vardas9189		pavarde9189		2	2	8	3	6	3	1	2	1	3	3	7	8	10	8	4	6	3	4	5	9		7.18
vardas9190		pavarde9190		3	5	3	9	8	6	4	2	6	5	9	4	10	2	7	8	5	3	10	8	10		8.34
vardas9191		pavarde9191		9	8	9	7	5	1	5	5	3	3	3	7	1	2	10	7	6	6	9	9	6		5.9
vardas9192		pavarde9192		6	6	3	5	7	1	7	1	1	7	5	8	7	10	8	4	1	2	5	3	2		3.14
vardas9193		pavarde9193		8	6	10	1	3	2	2	4	4	8	6	8	2	2	2	10	1	1	10	8	9		7.36
vardas9194		pavarde9194		1	2	1	6	7	4	2	4	1	7	1	3	9	7	6	6	8	1	2	3	8		6.42
vardas9195		pavarde9195		5	8	10	5	4	8	6	8	9	6	6	8	2	5	6	2	7	1	9	6	9		7.82
vardas9196		pavarde9196		2	3	3	4	1	9	9	5	7	5	3	6	7	9	8	1	5	5	7	4	1		2.66
vardas9197		pavarde9197		10	8	6	10	3	9	10	1	5	4	2	4	10	1	8	8	2	3	7	1	1		2.84
vardas9198		pavarde9198		3	7	1	4	4	3	10	7	10	6	3	1	10	1	8	7	1	6	8	1	4		4.42
vardas9199		pavarde9199		1	8	4	5	7	10	4	9	5	6	9	2	6	3	8	7	6	5	9	3	5		5.34
vardas9200		pavarde9200		10	1	9	2	4	7	5	1	1	8	9	2	3	7	4	8	6	4	9	4	7		6.28
vardas9201		pavarde9201		3	10	3	4	2	2	6	7	9	3	2	9	7	6	7	4	7	3	5	4	4		4.46
vardas9202		pavarde9202		1	9	7	1	7	1	3	7	1	6	8	10	5	6	10	4	8	9	5	10	2		3.56
vardas9203		pavarde9203		10	4	4	3	7	1	6	6	10	7	5	7	7	3	7	5	10	7	3	2	3		4.08
vardas9204		pavarde9204		10	10	2	7	2	4	8	6	1	2	10	5	3	5	1	5	4	9	5	7	3		3.92
vardas9205		pavarde9205		5	9	5	9	2	7	3	10	3	4	1	7	7	8	8	9	3	1	6	6	4		4.66
vardas9206		pavarde9206		5	8	3	6	10	2	2	6	10	8	5	9	3	10	2	2	8	4	1	7	8		7.02
vardas9207		pavarde9207		3	10	2	2	4	6	1	2	7	2	10	4	6	8	4	6	8	3	7	6	9		7.42
vardas9208		pavarde9208		8	10	1	1	7	2	3	7	6	8	8	1	7	8	4	1	1	2	3	6	5		4.88
vardas9209		pavarde9209		6	2	9	6	3	7	4	9	10	4	4	4	3	9	10	1	10	1	8	8	10		8.36
vardas9210		pavarde9210		6	2	10	9	2	7	10	9	7	10	7	9	10	3	7	4	9	8	10	10	9		8.38
vardas9211		pavarde9211		7	9	5	8	5	6	6	10	9	1	8	1	4	7	4	1	1	6	10	4	5		5.24
vardas9212		pavarde9212		8	6	2	10	4	8	8	1	2	10	5	7	2	8	10	10	3	3	7	3	8		7.14
vardas9213		pavarde9213		9	9	5	8	8	3	2	5	7	4	10	1	10	5	9	6	6	9	2	5	9		7.86
vardas9214		pavarde9214		3	7	1	2	10	4	5	10	10	1	4	7	5	8	2	7	3	10	3	7	1		2.78
vardas9215		pavarde9215		8	9	3	2	9	4	3	1	7	4	5	2	7	2	5	4	6	9	7	7	1		2.68
vardas9216		pavarde9216		10	3	7	9	9	9	3	7	4	7	1	1	10	2	9	4	4	5	9	9	6		6.04
vardas9217		pavarde9217		3	10	9	8	9	7	7	5	1	1	4	1	4	7	6	9	8	2	3	2	4		4.52
vardas9218		pavarde9218		6	2	5	9	7	6	4	3	5	6	10	2	1	9	1	4	6	6	9	3	2		3.28
vardas9219		pavarde9219		2	1	8	9	2	10	2	3	2	7	7	2	9	4	8	3	7	5	10	2	2		3.26
vardas9220		pavarde9220		8	1	3	5	8	4	3	1	5	7	7	6	3	10	2	6	8	9	10	4	5		5.2
vardas9221		pavarde9221		1	6	2	8	2	1	3	2	9	7	10	9	8	6	8	2	4	4	6	9	8		6.94
vardas9222		pavarde9222		1	4	8	4	10	2	6	8	4	9	2	10	3	8	1	1	3	6	5	2	4		4.34
vardas9223		pavarde9223		6	8	8	2	1	2	7	2	8	9	1	4	9	10	7	1	4	7	1	6	10		8.06
vardas9224		pavarde9224		4	3	7	7	10	5	6	7	9	5	10	9	9	2	6	10	9	5	7	2	7		6.84
vardas9225		pavarde9225		8	6	9	3	9	9	8	3	6	5	3	5	5	6	8	10	5	5	8	2	3		4.26
vardas9226		pavarde9226		9	2	6	6	2	10	7	9	1	4	6	1	5	3	3	4	4	10	8	6	4		4.52
vardas9227		pavarde9227		4	4	10	10	6	4	4	1	10	9	4	3	5	7	9	4	7	10	7	9	4		4.94
vardas9228		pavarde9228		5	5	9	1	5	7	3	4	6	3	5	1	7	3	8	7	5	1	5	10	7		6.2
vardas9229		pavarde9229		2	10	4	10	5	9	3	9	8	10	7	7	4	7	6	2	2	6	9	6	2		3.72
vardas9230		pavarde9230		4	7	9	8	1	3	1	8	8	2	6	8	10	1	4	5	1	2	4	3	4		4.3
vardas9231		pavarde9231		2	7	1	8	8	6	9	5	8	7	1	7	4	1	1	5	8	4	9	5	1		2.72
vardas9232		pavarde9232		8	1	6	5	3	7	6	9	4	6	5	10	6	10	3	8	7	10	10	2	5		5.52
vardas9233		pavarde9233		9	2	2	9	7	4	2	2	7	10	7	1	9	9	5	2	4	8	7	2	5		5.16
vardas9234		pavarde9234		8	3	8	7	4	7	3	2	6	3	6	6	7	5	3	8	10	8	3	1	7		6.36
vardas9235		pavarde9235		5	5	7	1	9	1	5	6	9	5	4	1	6	10	9	7	9	5	8	3	3		4.1
vardas9236		pavarde9236		6	6	2	7	6	9	10	7	3	9	1	2	1	8	4	2	3	3	10	10	2		3.38
vardas9237		pavarde9237		2	6	7	6	1	4	9	6	10	3	2	5	4	2	2	6	9	4	3	2	3		3.66
vardas9238		pavarde9238		1	5	8	3	5	10	4	2	3	8	6	5	8	4	10	7	3	4	8	1	8		6.9
vardas9239		pavarde9239		1	8	4	9	10	1	8	1	3	10	3	3	6	10	1	7	1	10	5	1	3		3.84
vardas9240		pavarde9240		8	2	3	8	4	2	8	4	9	10	8	3	7	5	2	8	5	8	10	10	9		7.88
vardas9241		pavarde9241		5	7	6	9	6	7	8	6	10	6	10	3	6	5	10	6	4	7	10	10	5		5.82
vardas9242		pavarde9242		3	2	4	5	9	6	6	9	9	8	4	4	10	7	1	1	1	1	1	3	5		4.88
vardas9243		pavarde9243		3	8	5	3	10	5	1	4	3	8	10	10	7	6	5	9	9	9	9	3	1		3.14
vardas9244		pavarde9244		6	10	6	3	5	10	4	5	10	9	8	2	1	4	10	7	9	6	2	1	8		7.16
vardas9245		pavarde9245		2	8	1	9	1	2	9	1	1	5	9	8	6	5	1	7	5	6	9	3	6		5.56
vardas9246		pavarde9246		4	6	6	1	3	10	5	9	8	7	4	5	6	2	10	3	8	8	9	5	3		4.18
vardas9247		pavarde9247		5	7	3	9	6	6	10	4	7	10	8	2	7	3	6	1	7	7	1	3	4		4.64
vardas9248		pavarde9248		4	9	7	5	3	8	2	6	3	3	3	5	9	4	3	1	6	5	10	6	1		2.64
vardas9249		pavarde9249		6	3	5	4	8	5	10	9	8	3	10	3	9	5	5	4	10	10	9	7	10		8.66
vardas9250		pavarde9250		7	2	5	1	9	10	8	2	6	7	5	8	5	3	5	5	7	7	2	6	10		8.2
vardas9251		pavarde9251		6	6	8	5	3	8	2	9	9	2	2	2	9	5	7	9	8	6	4	10	7		6.6
vardas9252		pavarde9252		4	8	10	3	10	3	9	10	7	7	4	6	6	10	6	3	9	1	8	5	7		6.78
vardas9253		pavarde9253		10	10	3	4	8	2	3	3	10	2	4	5	4	5	3	9	8	3	4	7	6		5.74
vardas9254		pavarde9254		3	10	8	7	6	5	8	10	2	10	8	8	8	2	5	7	9	6	9	4	1		3.3
vardas9255		pavarde9255		9	1	8	2	10	5	2	5	4	7	3	4	1	2	8	8	3	7	1	7	8		6.74
vardas9256		pavarde9256		3	6	1	7	9	4	9	9	5	1	7	9	3	8	2	2	9	10	2	8	9		7.68
vardas9257		pavarde9257		8	6	10	1	9	7	2	5	1	8	3	6	3	1	9	9	3	4	4	5	4		4.48
vardas9258		pavarde9258		5	1	6	7	6	6	10	1	3	6	1	6	3	5	9	4	6	6	1	7	8		6.78
vardas9259		pavarde9259		9	9	7	7	8	4	8	4	8	6	4	10	2	1	3	9	3	6	8	8	4		4.88
vardas9260		pavarde9260		7	4	1	3	1	10	10	5	6	6	7	1	4	5	6	9	8	4	5	1	5		5.06
vardas9261		pavarde9261		10	5	8	5	8	7	8	7	8	3	2	6	2	4	1	7	2	7	3	6	1		2.78
vardas9262		pavarde9262		7	9	1	6	9	9	5	2	8	5	2	3	4	8	2	4	1	7	1	3	3		3.72
vardas9263		pavarde9263		4	4	1	4	7	4	2	5	1	8	1	3	3	5	5	4	8	1	9	9	8		6.56
vardas9264		pavarde9264		8	4	3	9	6	1	4	6	2	4	7	10	8	10	9	10	9	10	5	10	3		4.5
vardas9265		pavarde9265		8	2	6	10	3	3	5	1	3	2	6	1	3	4	3	7	9	6	6	5	10		7.86
vardas9266		pavarde9266		6	8	8	4	4	1	5	8	7	5	8	1	5	8	9	2	1	9	8	6	3		4.06
vardas9267		pavarde9267		2	1	6	8	1	10	1	9	7	10	8	3	2	2	1	3	8	1	4	7	2		3.08
vardas9268		pavarde9268		5	8	2	3	5	7	7	7	10	1	7	8	8	3	8	5	4	2	5	10	6		5.9
vardas9269		pavarde9269		8	2	1	2	7	10	3	5	1	9	2	6	10	10	4	8	5	9	2	4	8		6.96
